,query_id,client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed
806,0807,julia67@example.org,6996976084,UI Feedback,Error messages not clear enough.,Closed,2025-07-26,2025-08-08
807,0808,jennifermiller@example.org,7871073877,Feature Request,Would like push notifications for updates.,Closed,2025-05-22,2025-05-23
808,0809,dlucas@example.com,5441601614,Account Suspension,Unjustified account suspension request.,Closed,2025-06-13,2025-06-26
809,0810,isavage@example.com,9233372934,Data Export,Exported PDF looks blank.,Closed,2025-05-27,2025-06-03
810,0811,potterjames@example.com,5580483184,UI Feedback,Dark mode missing in login.,Closed,2025-04-08,2025-04-13
811,0812,mark19@example.org,6780548495,Data Export,Export email not received.,Closed,2025-05-21,2025-05-23
812,0813,pamelacollins@example.org,6515162022,Payment Failure,3D secure failed mid-payment.,Closed,2025-07-25,2025-08-03
813,0814,kmartin@example.com,4232445972,Payment Failure,Need confirmation after retry.,Closed,2025-07-14,2025-07-16
814,0815,pmaynard@example.com,3590237117,Bug Report,Sidebar collapses on scroll.,Closed,2025-02-20,2025-02-21
815,0816,susan38@example.net,8779478652,Billing Problem,Invoice PDF is missing this month.,Closed,2025-07-27,2025-07-28
816,0817,norma30@example.org,854374374,Login Issue,Session expires immediately after login.,Closed,2025-06-02,2025-06-03
817,0818,laura25@example.net,644931454,Login Issue,App logs me out automatically.,Closed,2025-07-21,2025-07-25
818,0819,phenderson@example.net,4530081135,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-03-04,2025-03-20
819,0820,denise92@example.org,1548754783,Login Issue,App logs me out automatically.,Closed,2025-05-05,2025-05-14
820,0821,leah81@example.net,7363980851,Login Issue,Unable to login with correct credentials.,Closed,2025-05-15,2025-05-16
821,0822,jennifer34@example.com,5818387660,Account Suspension,Terms of use were unclear.,Closed,2025-02-26,2025-03-05
822,0823,richard95@example.com,6425105751,Data Export,Need JSON export option.,Closed,2025-06-12,2025-06-13
823,0824,joycecaitlyn@example.net,3509779636,Login Issue,Getting 'user not found' even with valid ID.,Closed,2025-05-14,2025-05-26
824,0825,richardjohn@example.com,4005724159,Data Export,Export button missing from UI.,Closed,2025-05-17,2025-05-25
825,0826,jsmith@example.org,2182490053,Feature Request,Ability to bulk edit entries needed.,Closed,2025-07-15,2025-07-21
826,0827,teresareyes@example.net,598085823,Feature Request,Can we have auto-save for drafts?,Closed,2025-07-16,2025-07-20
827,0828,eelliott@example.com,339909038,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,2025-06-25,2025-06-26
828,0829,smithjanice@example.net,4585426838,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-02-06,2025-02-18
829,0830,matthewcantu@example.net,8526342653,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-05-03,2025-05-05
830,0831,brandonhorne@example.net,3550838049,Feature Request,Save filter views for reuse.,Closed,2025-05-27,2025-06-03
831,0832,chad19@example.com,2629313306,Feature Request,Provide more chart types in dashboard.,Closed,2025-07-14,2025-07-17
832,0833,schneiderzachary@example.net,7595734786,Bug Report,Date selector not responsive.,Closed,2025-03-26,2025-04-05
833,0834,sabrina24@example.com,4085953715,Technical Support,Feature working on web but not mobile.,Closed,2025-07-23,2025-08-02
834,0835,michellecantu@example.com,3673133200,Payment Failure,Payment success mail delayed.,Closed,2025-02-09,2025-02-16
835,0836,emiller@example.com,988318111,Technical Support,Application showing version mismatch.,Closed,2025-03-21,2025-03-22
836,0837,brycegonzalez@example.net,5875472321,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,2025-03-12,2025-03-22
837,0838,cdavis@example.com,8591119751,Billing Problem,Invoice still shows old company name.,Closed,2025-06-11,2025-06-16
838,0839,john90@example.net,9378427711,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-01-29,2025-02-09
839,0840,aliciaroth@example.org,3661762494,Billing Problem,Need clarification on currency charges.,Closed,2025-02-09,2025-02-11
840,0841,brianbarrera@example.net,243221880,Feature Request,Requesting PDF report generation.,Closed,2025-07-26,2025-08-02
841,0842,halllisa@example.org,7483831535,Bug Report,Chart not updating after data refresh.,Closed,2025-07-22,2025-07-30
842,0843,kevinsweeney@example.net,3283346669,Login Issue,Login button is unresponsive.,Closed,2025-02-12,2025-02-13
843,0844,iholland@example.com,2748142504,Subscription Cancellation,Cannot downgrade before cancel.,Closed,2025-05-03,2025-05-06
844,0845,jrodriguez@example.net,1336423242,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-04-01,2025-04-04
845,0846,huffbrenda@example.net,9141657383,Data Export,Time range in export is incorrect.,Closed,2025-02-05,2025-02-16
846,0847,angelarivera@example.com,2514369386,Login Issue,Seeing 'invalid session token' error.,Closed,2025-02-22,2025-03-03
847,0848,marvin72@example.net,5500671997,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-05-03,2025-05-04
848,0849,jason74@example.org,7609061743,Data Export,Can’t schedule data export.,Closed,2025-05-15,2025-05-30
849,0850,ygarcia@example.net,2093309422,Data Export,Data export not matching preview.,Closed,2025-06-20,2025-07-03
850,0851,kelsey49@example.com,17284761,Bug Report,Blank screen after form submission.,Closed,2025-07-24,2025-07-30
851,0852,destinynichols@example.com,3384791913,Data Export,Exported Excel has broken formatting.,Closed,2025-02-25,2025-02-26
852,0853,haleyrogers@example.net,8802337669,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-07-18,2025-07-24
853,0854,christopher99@example.net,7642677215,Billing Problem,Unable to update billing address.,Closed,2025-07-01,2025-07-03
854,0855,blynch@example.net,4691609357,Data Export,Auto-export not working on Fridays.,Closed,2025-02-26,2025-03-02
855,0856,drodriguez@example.net,4913548834,Account Suspension,Terms of use were unclear.,Closed,2025-04-25,2025-05-02
856,0857,hryan@example.com,421535163,Technical Support,Can’t install latest update.,Closed,2025-07-06,2025-07-10
857,0858,howardfernando@example.org,4059074944,Account Suspension,"Got auto-ban, never violated terms.",Closed,2025-06-27,2025-06-30
858,0859,grobles@example.com,9206037637,Payment Failure,Payment gateway not redirecting.,Closed,2025-01-31,2025-02-06
859,0860,jacobsdavid@example.net,5929954967,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-02-10,2025-02-11
860,0861,brentconway@example.net,9951697676,Account Suspension,Terms of use were unclear.,Closed,2025-05-20,2025-05-21
861,0862,vanessa48@example.org,6008793696,Account Suspension,Need help lifting restrictions.,Closed,2025-06-08,2025-06-11
862,0863,erica47@example.net,1953822719,Account Suspension,Can I restore my data after suspension?,Closed,2025-06-27,2025-07-08
863,0864,darlene31@example.net,5971343504,Data Export,Filters not applying in exported data.,Closed,2025-07-16,2025-07-17
864,0865,pattontimothy@example.com,1717720227,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-07-14,2025-07-16
865,0866,maureenrhodes@example.org,2591011597,Billing Problem,Need clarification on currency charges.,Closed,2025-02-25,2025-03-04
866,0867,nmiller@example.com,3367854143,Login Issue,Login button is unresponsive.,Closed,2025-04-19,2025-04-26
867,0868,staceymartinez@example.com,6960789912,Feature Request,Need in-app video tutorials.,Closed,2025-07-01,2025-07-03
868,0869,phillip47@example.org,1785744191,Billing Problem,Invoice still shows old company name.,Closed,2025-04-25,2025-04-26
869,0870,edwardsbrittney@example.net,3234029975,Subscription Cancellation,Want refund for unused days.,Closed,2025-06-20,2025-06-22
870,0871,julie80@example.com,1555746768,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-07-15,2025-07-18
871,0872,steve49@example.org,5279198290,Login Issue,Redirect loop after logging in.,Closed,2025-02-27,2025-03-04
872,0873,yhunter@example.com,1092832748,UI Feedback,Sidebar hides important links.,Closed,2025-04-17,2025-04-23
873,0874,alexander89@example.org,2936135824,Feature Request,Please add support for dark mode.,Closed,2025-03-02,2025-03-09
874,0875,gthomas@example.net,4142710304,Login Issue,Redirect loop after logging in.,Closed,2025-05-22,2025-06-03
875,0876,pchavez@example.net,1023042234,Technical Support,App crashes after update.,Closed,2025-02-09,2025-02-17
876,0877,paynejoshua@example.org,1320305451,UI Feedback,Text is too small on mobile.,Closed,2025-07-10,2025-07-14
877,0878,laradevin@example.org,452003309,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-06-08,2025-06-16
878,0879,kellydesiree@example.org,679572452,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-07-07,2025-07-10
879,0880,gturner@example.org,3374263184,UI Feedback,Dropdowns too close together.,Closed,2025-02-23,2025-03-07
880,0881,ichandler@example.org,9717384302,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-02-11,2025-02-15
881,0882,brandiharvey@example.net,1855364291,UI Feedback,Alignment issues in forms.,Closed,2025-05-22,2025-05-26
882,0883,kari07@example.net,5669281982,Subscription Cancellation,Wrong account cancelled.,Closed,2025-06-04,2025-06-08
883,0884,jerry40@example.org,7532597428,Billing Problem,Need clarification on currency charges.,Closed,2025-02-19,2025-02-22
884,0885,graylisa@example.com,2723788436,Data Export,Data export not matching preview.,Closed,2025-07-03,2025-07-11
885,0886,emmajohnson@example.org,1248900241,UI Feedback,Text is too small on mobile.,Closed,2025-02-27,2025-03-12
886,0887,bwinters@example.net,8922661588,Technical Support,App crashes after update.,Closed,2025-02-10,2025-02-12
887,0888,alexis08@example.com,4716201040,Subscription Cancellation,Data wiped immediately after cancel.,Closed,2025-03-27,2025-03-29
888,0889,rebeccawilliams@example.com,5956913431,Billing Problem,Charged extra on my last invoice.,Closed,2025-03-15,2025-03-26
889,0890,ernestmoore@example.net,3892680752,Billing Problem,Promo code was not applied.,Closed,2025-06-12,2025-06-13
890,0891,drichard@example.net,7468040804,Login Issue,Unable to login with correct credentials.,Closed,2025-05-28,2025-06-10
891,0892,christine55@example.org,4612485090,Feature Request,Multi-user role system would help.,Closed,2025-05-31,2025-06-03
892,0893,justin00@example.org,430513325,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-02-05,2025-02-09
893,0894,qgibbs@example.net,8750810355,Payment Failure,Payment shows success but app locked.,Closed,2025-05-01,2025-05-04
894,0895,douglas21@example.org,3843846533,Data Export,Exported PDF looks blank.,Closed,2025-04-04,2025-04-11
895,0896,matthew30@example.net,1011805809,UI Feedback,Font inconsistent across pages.,Closed,2025-04-03,2025-04-04
896,0897,riverajacob@example.net,716299743,Bug Report,Blank screen after form submission.,Closed,2025-06-28,2025-07-12
897,0898,shenderson@example.net,9703277752,Bug Report,Date selector not responsive.,Closed,2025-06-12,2025-06-13
898,0899,dcisneros@example.org,5456374722,UI Feedback,Graphs too compressed on mobile view.,Closed,2025-02-21,2025-02-25
899,0900,lrodriguez@example.com,6165613993,Billing Problem,Refund not credited after 7 days.,Closed,2025-07-20,2025-07-31
900,0901,kimberlyprice@example.com,8080890269,UI Feedback,Dropdowns too close together.,Closed,2025-03-31,2025-04-05
901,0902,mgallagher@example.org,8475718898,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,2025-06-23,2025-07-05
902,0903,ijones@example.org,5556925289,Login Issue,Login working on browser but not app.,Closed,2025-05-10,2025-05-18
903,0904,pferguson@example.org,9896272979,Data Export,Time range in export is incorrect.,Closed,2025-04-12,2025-04-19
904,0905,kirkkerri@example.net,2319625509,Login Issue,Login button is unresponsive.,Closed,2025-03-17,2025-03-26
905,0906,tasha20@example.org,1207166726,Account Suspension,Received policy violation but unclear why.,Closed,2025-06-25,2025-07-01
906,0907,jenniferwhite@example.com,8909632488,Technical Support,Application showing version mismatch.,Closed,2025-02-04,2025-02-09
907,0908,nicole35@example.com,8816310304,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-06-30,2025-07-05
908,0909,jtorres@example.net,7647893808,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-02-26,2025-03-01
909,0910,ddavis@example.net,4034366948,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-05-17,2025-05-19
910,0911,jasonmcclain@example.net,3735996607,Technical Support,Slow performance during peak hours.,Closed,2025-03-30,2025-04-05
911,0912,wilsonlaura@example.net,4776506707,Bug Report,Dropdown not loading values.,Closed,2025-07-07,2025-07-08
912,0913,ywright@example.com,5181208562,Bug Report,Sidebar collapses on scroll.,Closed,2025-06-22,2025-06-23
913,0914,robertrubio@example.com,9499612546,Bug Report,Date selector not responsive.,Closed,2025-05-28,2025-06-03
914,0915,jeffreysingh@example.net,15871720,Subscription Cancellation,Cannot downgrade before cancel.,Closed,2025-04-08,2025-04-09
915,0916,ehunter@example.org,9453292500,Bug Report,Search bar resets randomly.,Closed,2025-01-31,2025-02-11
916,0917,christykelley@example.net,8877324098,Data Export,Can’t schedule data export.,Closed,2025-06-23,2025-06-26
917,0918,ngreene@example.com,3007485649,Payment Failure,Bank transaction shows pending.,Closed,2025-03-14,2025-03-20
918,0919,jonathanhutchinson@example.org,6438530901,Login Issue,Cannot log in on mobile app.,Closed,2025-05-11,2025-05-12
919,0920,tina05@example.org,559165918,Data Export,Charts not included in report export.,Closed,2025-07-14,2025-07-15
920,0921,michaelwilliams@example.com,5017455768,Bug Report,Check/uncheck box not saving state.,Closed,2025-02-14,2025-02-23
921,0922,fdecker@example.com,9182310280,Billing Problem,Billed for a cancelled plan.,Closed,2025-06-14,2025-06-21
922,0923,montgomeryharold@example.com,2289828443,Feature Request,Suggesting calendar integration.,Closed,2025-03-17,2025-03-18
923,0924,brandidavis@example.net,1677069347,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-04-16,2025-04-20
924,0925,martinezmegan@example.net,1297373351,UI Feedback,Too many clicks to perform actions.,Closed,2025-03-20,2025-03-28
925,0926,sotonichole@example.net,4621915274,Account Suspension,Received policy violation but unclear why.,Closed,2025-02-26,2025-03-06
926,0927,hjohnson@example.org,3652351028,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-05-20,2025-05-28
927,0928,yalvarez@example.net,6096029309,Data Export,Data export not matching preview.,Closed,2025-02-27,2025-02-28
928,0929,maryjones@example.com,5018820332,Payment Failure,UPI transaction timed out.,Closed,2025-07-06,2025-07-22
929,0930,tonyaspencer@example.net,6093855251,Billing Problem,Incorrect tax calculations.,Closed,2025-05-24,2025-05-26
930,0931,gtravis@example.com,3919676850,Technical Support,Getting JSON decode error.,Closed,2025-04-08,2025-04-09
931,0932,yriley@example.net,6780148460,UI Feedback,Text is too small on mobile.,Closed,2025-04-18,2025-04-24
932,0933,stevenerickson@example.org,8728673673,Billing Problem,Invoice still shows old company name.,Closed,2025-03-25,2025-03-26
933,0934,gingram@example.com,4668368146,Bug Report,Form validation not working properly.,Closed,2025-06-03,2025-06-07
934,0935,barbara50@example.org,6639645434,UI Feedback,Table headers not sticky.,Closed,2025-04-13,2025-04-24
935,0936,skinnerlawrence@example.org,7407567949,Payment Failure,Need GST invoice after payment.,Closed,2025-06-08,2025-06-09
936,0937,scotttonya@example.com,4217918161,Bug Report,Blank screen after form submission.,Closed,2025-04-29,2025-05-11
937,0938,kmcgrath@example.net,4842963972,UI Feedback,Error messages not clear enough.,Closed,2025-06-09,2025-06-10
938,0939,jenniferbruce@example.net,7812816869,Data Export,Can’t schedule data export.,Closed,2025-05-14,2025-05-27
939,0940,rodriguezcatherine@example.net,650672632,Feature Request,Need in-app video tutorials.,Closed,2025-07-04,2025-07-07
940,0941,tmcclain@example.net,461455906,Feature Request,Requesting PDF report generation.,Closed,2025-02-15,2025-02-17
941,0942,jennifersantos@example.net,1340018708,Subscription Cancellation,Cannot downgrade before cancel.,Closed,2025-03-04,2025-03-18
942,0943,kimvincent@example.net,4403966104,Billing Problem,Not receiving monthly bills via email.,Closed,2025-07-04,2025-07-13
943,0944,billypearson@example.net,5629966395,Feature Request,Add folder structure to organize data.,Closed,2025-03-12,2025-03-21
944,0945,leonardhopkins@example.com,5366383882,Login Issue,Login working on browser but not app.,Closed,2025-03-22,2025-03-27
945,0946,ohall@example.com,7426620495,Technical Support,Can’t install latest update.,Closed,2025-02-25,2025-03-05
946,0947,townsenddavid@example.com,3820071384,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-02-09,2025-02-10
947,0948,mcmillandebra@example.org,9721518718,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-06-25,2025-07-03
948,0949,sallen@example.org,8618039015,UI Feedback,Dropdowns too close together.,Closed,2025-02-27,2025-02-28
949,0950,justin98@example.com,4394977082,Technical Support,Live chat not launching.,Closed,2025-02-20,2025-02-28
950,0951,pmorales@example.org,8668330739,Data Export,Auto-export not working on Fridays.,Closed,2025-03-19,2025-03-24
951,0952,akane@example.com,6869955946,Billing Problem,Promo code was not applied.,Closed,2025-02-20,2025-02-22
952,0953,james46@example.net,2831082960,Bug Report,Search bar resets randomly.,Closed,2025-05-15,2025-05-18
953,0954,jeffery29@example.com,1981902816,Payment Failure,Card declined despite funds.,Closed,2025-02-21,2025-03-08
954,0955,knightmatthew@example.com,6814231691,Data Export,Export feature is not generating files.,Closed,2025-07-22,2025-08-02
955,0956,stephensraymond@example.com,5574992887,Bug Report,Dropdown not loading values.,Closed,2025-05-18,2025-05-19
956,0957,stewartmelissa@example.net,7001786975,Feature Request,Requesting PDF report generation.,Closed,2025-03-18,2025-03-23
957,0958,michael33@example.org,8998654550,Feature Request,Add folder structure to organize data.,Closed,2025-05-30,2025-06-01
958,0959,wdaniel@example.com,8271007218,Subscription Cancellation,Want refund for unused days.,Closed,2025-04-23,2025-05-08
959,0960,ymcbride@example.com,5588081981,Data Export,Need export in regional time zone.,Closed,2025-06-20,2025-07-05
960,0961,mkelly@example.net,1764188169,UI Feedback,Too many clicks to perform actions.,Closed,2025-05-29,2025-05-31
961,0962,wphillips@example.net,5736440993,Feature Request,Requesting PDF report generation.,Closed,2025-07-15,2025-07-20
962,0963,cynthia00@example.org,7115992168,UI Feedback,Buttons overlap on smaller screens.,Closed,2025-04-25,2025-05-03
963,0964,davidmontgomery@example.com,161677392,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-02-18,2025-02-23
964,0965,buchanancurtis@example.com,6517415344,Account Suspension,Received policy violation but unclear why.,Closed,2025-04-24,2025-04-29
965,0966,dominiqueeaton@example.com,5840025559,Data Export,Data export not matching preview.,Closed,2025-02-16,2025-03-02
966,0967,nlewis@example.com,6082688461,Technical Support,Graphs not rendering properly.,Closed,2025-02-28,2025-03-01
967,0968,ruth33@example.com,9019145967,Bug Report,Unable to delete old entries.,Closed,2025-01-29,2025-02-05
968,0969,thomasbrown@example.org,9928315460,Feature Request,Save filter views for reuse.,Closed,2025-01-29,2025-01-30
969,0970,uwarren@example.com,757193911,UI Feedback,Error messages not clear enough.,Closed,2025-03-31,2025-04-01
970,0971,kristen31@example.com,4554927119,UI Feedback,Text is too small on mobile.,Closed,2025-07-12,2025-07-17
971,0972,mathewwright@example.org,8060710633,Technical Support,Getting JSON decode error.,Closed,2025-03-24,2025-03-25
972,0973,smithamanda@example.org,2617852585,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-04-15,2025-04-17
973,0974,matthewsmith@example.org,4665440252,Billing Problem,Duplicate transaction found.,Closed,2025-06-12,2025-06-14
974,0975,nglover@example.net,6324649149,Data Export,Exported PDF looks blank.,Closed,2025-07-13,2025-07-19
975,0976,linjordan@example.net,7067226259,Account Suspension,Can I restore my data after suspension?,Closed,2025-02-07,2025-02-08
976,0977,bwilliams@example.com,8880594938,Payment Failure,Payment success mail delayed.,Closed,2025-03-03,2025-03-04
977,0978,fletcherfrances@example.com,5809947500,Subscription Cancellation,App locked after cancellation.,Closed,2025-07-10,2025-07-19
978,0979,zowens@example.net,9028167021,Billing Problem,Charged extra on my last invoice.,Closed,2025-07-16,2025-07-17
979,0980,kiara96@example.com,6979833508,UI Feedback,Icons not intuitive.,Closed,2025-04-25,2025-04-27
980,0981,pdiaz@example.org,1036724665,Billing Problem,Promo code was not applied.,Closed,2025-02-23,2025-02-25
981,0982,jermaine52@example.net,8085390249,Bug Report,Search bar resets randomly.,Closed,2025-04-27,2025-05-03
982,0983,blakecynthia@example.com,6128249900,Billing Problem,Incorrect tax calculations.,Closed,2025-03-09,2025-03-13
983,0984,payneandrea@example.org,6368907749,Data Export,Can’t schedule data export.,Closed,2025-06-10,2025-06-20
984,0985,ihudson@example.net,7767510939,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-05-09,2025-05-15
985,0986,xcortez@example.com,1505611561,UI Feedback,Icons not intuitive.,Closed,2025-02-21,2025-02-23
986,0987,lopezderrick@example.org,9983541075,Feature Request,Save filter views for reuse.,Closed,2025-07-21,2025-07-27
987,0988,brandon44@example.net,541594907,Technical Support,Feature working on web but not mobile.,Closed,2025-07-26,2025-07-28
988,0989,cooktyler@example.com,117764864,Account Suspension,Account banned during payment process.,Closed,2025-03-13,2025-03-20
989,0990,riosvictoria@example.com,6910421901,Feature Request,Requesting PDF report generation.,Closed,2025-06-20,2025-06-24
990,0991,stewartbrittany@example.com,8268402163,Subscription Cancellation,Cannot downgrade before cancel.,Closed,2025-05-26,2025-06-01
991,0992,janice21@example.org,2247290305,Data Export,Exported PDF looks blank.,Closed,2025-05-26,2025-05-28
992,0993,harrisjeremy@example.com,5140268913,Login Issue,Getting 'user not found' even with valid ID.,Closed,2025-06-25,2025-07-03
993,0994,david21@example.com,556143175,Account Suspension,How do I appeal a suspension?,Closed,2025-07-26,2025-07-28
994,0995,jonathanalvarado@example.net,3541908517,Account Suspension,Can I restore my data after suspension?,Closed,2025-05-23,2025-05-26
995,0996,angela06@example.org,722034242,Account Suspension,How do I appeal a suspension?,Closed,2025-01-29,2025-01-31
996,0997,jessenixon@example.com,977421520,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-06-04,2025-06-12
997,0998,michael52@example.net,7044866823,Account Suspension,Account banned during payment process.,Closed,2025-04-23,2025-05-04
998,0999,obishop@example.org,1733050679,Payment Failure,3D secure failed mid-payment.,Closed,2025-04-18,2025-04-21
999,1000,david59@example.org,7459792788,Payment Failure,Charged twice for one payment.,Closed,2025-06-13,2025-06-17
1000,1001,dannybass@example.org,9292153716,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-04-18,2025-05-04
1001,1002,jasmine98@example.com,7337645624,UI Feedback,Dark mode missing in login.,Closed,2025-06-27,2025-06-29
1002,1003,gibsonjonathan@example.org,9350926520,Technical Support,Settings not saving properly.,Closed,2025-07-24,2025-07-28
1003,1004,ztaylor@example.net,2345769758,Data Export,Need monthly data dump in CSV.,Closed,2025-07-22,2025-07-25
1004,1005,maurice99@example.org,9892362817,Data Export,Fields are missing in exported report.,Closed,2025-02-04,2025-02-09
1005,1006,marythomas@example.org,7354145491,Technical Support,Can’t install latest update.,Closed,2025-07-06,2025-07-11
1006,1007,turnermegan@example.org,5173924564,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-04-14,2025-04-20
1007,1008,blakekaren@example.net,6396493006,Login Issue,Session expires immediately after login.,Closed,2025-07-25,2025-07-26
1008,1009,hammondemily@example.org,6724341373,Feature Request,Suggesting calendar integration.,Closed,2025-03-16,2025-03-27
1009,1010,tracy73@example.com,762342525,Technical Support,White screen on startup.,Closed,2025-05-16,2025-05-17
1010,1011,gilbertelizabeth@example.org,3050831020,Subscription Cancellation,App locked after cancellation.,Closed,2025-07-27,2025-08-03
1011,1012,nortonsara@example.com,1328095789,Technical Support,Cannot upload files to cloud.,Closed,2025-03-26,2025-03-28
1012,1013,mmiller@example.org,2365007184,Payment Failure,Need help with failed subscription payment.,Closed,2025-02-27,2025-03-15
1013,1014,donaldbender@example.com,1529743992,Feature Request,Include a mobile-first UI option.,Closed,2025-06-18,2025-06-23
1014,1015,kellywhite@example.org,904953473,Bug Report,Unable to delete old entries.,Closed,2025-03-08,2025-03-09
1015,1016,meagan04@example.com,9049547932,Technical Support,App crashes after update.,Closed,2025-03-14,2025-03-22
1016,1017,ruth82@example.com,6134450655,UI Feedback,Table headers not sticky.,Closed,2025-06-19,2025-06-22
1017,1018,haleycampos@example.net,5720117505,Data Export,Need export in regional time zone.,Closed,2025-06-13,2025-06-28
1018,1019,daniel68@example.com,7205830264,Data Export,Zip file corrupted during export.,Closed,2025-04-24,2025-04-25
1019,1020,edward97@example.com,6889971681,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-05-07,2025-05-08
1020,1021,michael82@example.org,8488604625,Billing Problem,Promo code was not applied.,Closed,2025-02-14,2025-02-22
1021,1022,gfrancis@example.org,9225722368,Payment Failure,Payment shows success but app locked.,Closed,2025-06-08,2025-06-11
1022,1023,kathryngarcia@example.org,6224139112,Login Issue,Login button is unresponsive.,Closed,2025-06-06,2025-06-07
1023,1024,barnesjohnathan@example.org,28212436,Payment Failure,Charged twice for one payment.,Closed,2025-04-11,2025-04-26
1024,1025,acarroll@example.com,2769408317,Bug Report,Unable to delete old entries.,Closed,2025-04-05,2025-04-06
1025,1026,igoodwin@example.org,2346296083,Feature Request,Need in-app video tutorials.,Closed,2025-05-21,2025-05-26
1026,1027,brenda68@example.org,7824518540,Bug Report,Date selector not responsive.,Closed,2025-07-05,2025-07-12
1027,1028,amandawilliams@example.org,9865270036,Account Suspension,Suspension mail was too vague.,Closed,2025-07-01,2025-07-04
1028,1029,stacy62@example.org,6902751360,Payment Failure,Charged twice for one payment.,Closed,2025-04-22,2025-04-24
1029,1030,robertstyler@example.org,1926034572,Feature Request,Provide more chart types in dashboard.,Closed,2025-02-13,2025-02-19
1030,1031,jennifer57@example.com,9671739178,Feature Request,Request feature to duplicate projects.,Closed,2025-03-01,2025-03-02
1031,1032,bobby00@example.com,4008802677,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-07-22,2025-07-31
1032,1033,bennettmercedes@example.net,1171794887,UI Feedback,Icons not intuitive.,Closed,2025-03-16,2025-03-18
1033,1034,odavis@example.org,8809449600,Feature Request,Add folder structure to organize data.,Opened,2025-05-30,
1034,1035,obrewer@example.net,6641034998,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,2025-06-13,2025-06-17
1035,1036,ebryant@example.org,1730231905,Account Suspension,My account was suspended without notice.,Closed,2025-03-22,2025-03-24
1036,1037,ann45@example.net,4825556162,Technical Support,Settings not saving properly.,Closed,2025-03-08,2025-03-10
1037,1038,amy19@example.net,1268691466,Billing Problem,Incorrect tax calculations.,Closed,2025-05-21,2025-06-06
1038,1039,lopezcrystal@example.net,9385737030,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-04-21,2025-04-22
1039,1040,erin77@example.net,9799166187,Bug Report,Reports section not opening.,Closed,2025-05-16,2025-05-22
1040,1041,brian63@example.net,865090639,Payment Failure,EMI option not available anymore.,Closed,2025-02-18,2025-02-24
1041,1042,robinsonkatherine@example.net,4578047957,Billing Problem,Duplicate transaction found.,Closed,2025-04-24,2025-05-12
1042,1043,christopherstewart@example.org,2642303453,Billing Problem,Late fee charged wrongly.,Closed,2025-07-13,2025-07-14
1043,1044,calvinroberts@example.com,6173005473,Payment Failure,Need help with failed subscription payment.,Closed,2025-06-04,2025-06-18
1044,1045,joseph68@example.org,4800689513,UI Feedback,Filter section takes too much space.,Closed,2025-07-15,2025-07-17
1045,1046,kpayne@example.net,9313843679,Data Export,Export email not received.,Closed,2025-05-29,2025-05-31
1046,1047,gainesdominique@example.com,4186970403,Payment Failure,Payment shows success but app locked.,Closed,2025-06-17,2025-06-26
1047,1048,jonathan50@example.net,1000845424,Account Suspension,My account was suspended without notice.,Closed,2025-04-01,2025-04-11
1048,1049,george65@example.net,1482309172,Feature Request,Suggesting calendar integration.,Closed,2025-03-14,2025-03-15
1049,1050,wualexander@example.com,6377025192,Technical Support,App crashes after update.,Closed,2025-03-11,2025-03-13
1050,1051,lori03@example.net,844424189,Login Issue,Redirect loop after logging in.,Closed,2025-04-08,2025-04-14
1051,1052,lmills@example.org,6705586539,Feature Request,Provide more chart types in dashboard.,Closed,2025-03-07,2025-03-08
